代碼,類型,名稱,稅率類別,原價,分類,有庫存？,位置,屬性 1 名稱,屬性 1 值,屬性 1 可見,屬性 2 名稱,屬性 2 值,屬性 2 可見,圖片,商品說明,商品簡短描述
,variable,2024秋 女孩兒褲管微捲邊喇叭褲 5色 ,,,"VIVID-I,bottom下身",1,0,尺寸,"XS,S,M,L,XL,JS,JM",1,顏色,"粉底鬱金香,黑底鬱金香,小圓點,格紋,大圓點",,https://wababewa.com/collections/%E6%96%B0%E5%93%81-%EF%BD%8E%EF%BD%85%EF%BD%97/products/%E9%A0%90%E8%B3%BC-kids%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E6%A3%89%E8%B3%AA%E6%B4%8B%E8%A3%9D-3colors-2-3-2-2-2-1-1-1-2-1-1-1-1-1-2-1-1-2-2-1-1-1-3-1-1-4-1-1-1-2-1-1-2-2-1-1-2-2-2-4-1-1-2-1-2-1-1-1-2-2-1-1-1-1-1-1-1-1-1-1-2-1-1-1-1-2-2-1-3-1-1-1-1-2-1-1-1-1,"<table style=""height: 193px; width: 36.3987%; border-collapse: collapse;"" cellspacing=""200"">
<tbody>
<tr style=""height: 24px;"">
<td style=""height: 24px; border-style: double; text-align: center; width: 42.7686%;"" colspan=""3"">VIVID-I</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">75-90cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">8-10kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">S</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">90-100cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">10-15kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">M</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">100-105cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">15-17kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">L</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">105-110cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">17-20kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XL</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">110-120cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">20-22kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 25px;"">JS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 25px;"">120-128cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 25px;"">22-27kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 24px;"">JM</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">128-135cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">27-31kg</td>
</tr>
</tbody>
</table>
&nbsp;<img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_1.jpg"" alt=""選擇女孩兒褲管微捲邊喇叭褲5色，享受幼兒園必備與女童必備的魅力。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_2.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色，適合百搭的選擇。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_3.jpg"" alt=""這款女孩兒褲管微捲邊喇叭褲5色，為款帶來女童必備風格。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_4.jpg"" alt=""這款女孩兒褲管微捲邊喇叭褲5色，為超好看帶來女童必備風格。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_5.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色，讓每個孩子看起來更幼兒園必備。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_6.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色帶來寶貝的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_7.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色，展現了款和女生的獨特風格。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_8.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色，每一刻都充滿幼兒園兒童。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_9.jpg"" alt=""這款女孩兒褲管微捲邊喇叭褲5色，為孩子的幼兒園兒童增添可愛。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_10.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色是款必備的單品。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_11.jpg"" alt=""時尚的女孩兒褲管微捲邊喇叭褲5色，完美結合小孩與女童必備。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_12.jpg"" alt=""時尚的女孩兒褲管微捲邊喇叭褲5色，完美結合寶貝與女生。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋女孩兒褲管微捲邊喇叭褲5色_13.jpg"" alt=""女孩兒褲管微捲邊喇叭褲5色，展現了寶貝和可愛的獨特風格。"" width=""100%"">",<ul><li>商品預購約需7-30個工作天（不含假日）。</li><li>尺寸表僅供品牌參考，實際穿著效果可能因孩子身型差異有所不同。</li><li>CherryTwins 與韓國童裝市場同步更新商品，賣場大部分商品為預購型態，現貨將另行註明。</li><li>部分實拍商品及文案屬於 CherryTwins 所有，賣場商品圖及MD實穿照片由韓國品牌方提供。</li></ul>
,variation,2024秋 女孩兒褲管微捲邊喇叭褲 5色 ,parent,388,VIVID-I,1,1,尺寸,,,顏色,,,,,
,variation,2024秋 女孩兒褲管微捲邊喇叭褲 5色 - JS,parent,439,VIVID-I,1,0,尺寸,JS,,顏色,,,,,
,variation,2024秋 女孩兒褲管微捲邊喇叭褲 5色 - JM,parent,439,VIVID-I,1,0,尺寸,JM,,顏色,,,,,
,variable,2024秋 刺繡樂高人物大學T 3色 ,,,"VIVID-I,top上身",1,0,尺寸,"XS,S,M,L,XL,JS,JM",1,顏色,"深藍,奶白,黑",,https://wababewa.com/collections/%E6%96%B0%E5%93%81-%EF%BD%8E%EF%BD%85%EF%BD%97/products/%E9%A0%90%E8%B3%BC-kids%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E6%A3%89%E8%B3%AA%E6%B4%8B%E8%A3%9D-3colors-2-3-2-2-2-1-1-1-2-1-1-1-1-1-2-1-1-2-2-1-1-1-3-1-1-4-1-1-1-2-1-1-2-2-1-1-2-2-2-4-1-1-2-1-2-1-1-1-2-2-1-1-1-1-1-1-1-1-1-1-2-1-1-1-1-2,"<table style=""height: 193px; width: 36.3987%; border-collapse: collapse;"" cellspacing=""200"">
<tbody>
<tr style=""height: 24px;"">
<td style=""height: 24px; border-style: double; text-align: center; width: 42.7686%;"" colspan=""3"">VIVID-I</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">75-90cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">8-10kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">S</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">90-100cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">10-15kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">M</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">100-105cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">15-17kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">L</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">105-110cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">17-20kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XL</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">110-120cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">20-22kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 25px;"">JS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 25px;"">120-128cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 25px;"">22-27kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 24px;"">JM</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">128-135cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">27-31kg</td>
</tr>
</tbody>
</table>
&nbsp;<img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_1.jpg"" alt=""選擇刺繡樂高人物大學T3色，享受百搭與LEGO的魅力。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_2.jpg"" alt=""這款刺繡樂高人物大學T3色，為孩子的超好看增添LEGO。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_3.jpg"" alt=""刺繡樂高人物大學T3色帶來幼兒園兒童的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_4.jpg"" alt=""刺繡樂高人物大學T3色是小孩必備的單品。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_5.jpg"" alt=""刺繡樂高人物大學T3色，融合超好看與LEGO，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_6.jpg"" alt=""刺繡樂高人物大學T3色，適合款的選擇。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_7.jpg"" alt=""刺繡樂高人物大學T3色，靈感來自於超好看。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_8.jpg"" alt=""穿上刺繡樂高人物大學T3色，孩子們會愛上幼兒園兒童的感覺。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_9.jpg"" alt=""刺繡樂高人物大學T3色帶來兒童必備的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_10.jpg"" alt=""時尚的刺繡樂高人物大學T3色，完美結合百搭與男童。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋刺繡樂高人物大學T3色_11.jpg"" alt=""刺繡樂高人物大學T3色，展現了款和男童的獨特風格。"" width=""100%"">",<ul><li>商品預購約需7-30個工作天（不含假日）。</li><li>尺寸表僅供品牌參考，實際穿著效果可能因孩子身型差異有所不同。</li><li>CherryTwins 與韓國童裝市場同步更新商品，賣場大部分商品為預購型態，現貨將另行註明。</li><li>部分實拍商品及文案屬於 CherryTwins 所有，賣場商品圖及MD實穿照片由韓國品牌方提供。</li></ul>
,variation,2024秋 刺繡樂高人物大學T 3色 ,parent,398,VIVID-I,1,1,尺寸,,,顏色,,,,,
,variation,2024秋 刺繡樂高人物大學T 3色 - JS,parent,439,VIVID-I,1,0,尺寸,JS,,顏色,,,,,
,variation,2024秋 刺繡樂高人物大學T 3色 - JM,parent,439,VIVID-I,1,0,尺寸,JM,,顏色,,,,,
,variable,2024秋 動物開車車圖案大學T 3色 ,,,"VIVID-I,top上身",1,0,尺寸,"XS,S,M,L,XL,JS,JM",1,顏色,"警車,消防車,校車",,https://wababewa.com/collections/%E6%96%B0%E5%93%81-%EF%BD%8E%EF%BD%85%EF%BD%97/products/%E9%A0%90%E8%B3%BC-kids%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E6%A3%89%E8%B3%AA%E6%B4%8B%E8%A3%9D-3colors-2-3-2-2-2-1-1-1-2-1-1-1-1-1-2-1-1-2-2-1-1-1-3-1-1-4-1-1-1-2-1-1-2-2-1-1-2-2-2-4-1-1-2-1-2-1-1-1-2-2-1-1-1-1-1-1-1-1-1-1-2,"<table style=""height: 193px; width: 36.3987%; border-collapse: collapse;"" cellspacing=""200"">
<tbody>
<tr style=""height: 24px;"">
<td style=""height: 24px; border-style: double; text-align: center; width: 42.7686%;"" colspan=""3"">VIVID-I</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">75-90cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">8-10kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">S</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">90-100cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">10-15kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">M</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">100-105cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">15-17kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">L</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">105-110cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">17-20kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XL</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">110-120cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">20-22kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 25px;"">JS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 25px;"">120-128cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 25px;"">22-27kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 24px;"">JM</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">128-135cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">27-31kg</td>
</tr>
</tbody>
</table>
&nbsp;<img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_1.jpg"" alt=""動物開車車圖案大學T3色，適合兒童的選擇。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_2.jpg"" alt=""動物開車車圖案大學T3色，靈感來自於幼兒園兒童。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_3.jpg"" alt=""動物開車車圖案大學T3色讓孩子在款中閃耀。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_4.jpg"" alt=""動物開車車圖案大學T3色，融合兒童必備與百搭，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_5.jpg"" alt=""動物開車車圖案大學T3色帶來小孩的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_6.jpg"" alt=""動物開車車圖案大學T3色，融合幼兒園兒童與帥氣，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_7.jpg"" alt=""動物開車車圖案大學T3色，融合寶貝與交通工具系列，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_8.jpg"" alt=""動物開車車圖案大學T3色帶來幼兒園必備的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_9.jpg"" alt=""時尚的動物開車車圖案大學T3色，完美結合百搭與可愛。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋動物開車車圖案大學T3色_10.jpg"" alt=""動物開車車圖案大學T3色，融合幼兒園必備與男童，增添個性。"" width=""100%"">",<ul><li>商品預購約需7-30個工作天（不含假日）。</li><li>尺寸表僅供品牌參考，實際穿著效果可能因孩子身型差異有所不同。</li><li>CherryTwins 與韓國童裝市場同步更新商品，賣場大部分商品為預購型態，現貨將另行註明。</li><li>部分實拍商品及文案屬於 CherryTwins 所有，賣場商品圖及MD實穿照片由韓國品牌方提供。</li></ul>
,variation,2024秋 動物開車車圖案大學T 3色 ,parent,418,VIVID-I,1,1,尺寸,,,顏色,,,,,
,variation,2024秋 動物開車車圖案大學T 3色 - JS,parent,449,VIVID-I,1,0,尺寸,JS,,顏色,,,,,
,variation,2024秋 動物開車車圖案大學T 3色 - JM,parent,449,VIVID-I,1,0,尺寸,JM,,顏色,,,,,
,variable,2024秋 機器人圖案大學T 3色 ,,,"VIVID-I,top上身",1,0,尺寸,"XS,S,M,L,XL,JS,JM",1,顏色,"灰,奶白,黑",,https://wababewa.com/collections/%E6%96%B0%E5%93%81-%EF%BD%8E%EF%BD%85%EF%BD%97/products/%E9%A0%90%E8%B3%BC-kids%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E6%A3%89%E8%B3%AA%E6%B4%8B%E8%A3%9D-3colors-2-3-2-2-2-1-1-1-2-1-1-1-1-1-2-1-1-2-2-1-1-1-3-1-1-4-1-1-1-2-1-1-2-2-1-1-2-2-2-4-1-1-2-1-2-1-1-1-2-2-1-1-1-1-1-1-1-1-1-1-2-1-1,"<table style=""height: 193px; width: 36.3987%; border-collapse: collapse;"" cellspacing=""200"">
<tbody>
<tr style=""height: 24px;"">
<td style=""height: 24px; border-style: double; text-align: center; width: 42.7686%;"" colspan=""3"">VIVID-I</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">75-90cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">8-10kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">S</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">90-100cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">10-15kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">M</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">100-105cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">15-17kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">L</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">105-110cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">17-20kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""height: 24px; width: 15.4103%; text-align: center; border-style: double;"">XL</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">110-120cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">20-22kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 25px;"">JS</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 25px;"">120-128cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 25px;"">22-27kg</td>
</tr>
<tr style=""height: 24px;"">
<td style=""width: 15.4103%; text-align: center; border-style: double; height: 24px;"">JM</td>
<td style=""width: 13.903%; text-align: center; border-style: double; height: 24px;"">128-135cm</td>
<td style=""width: 13.4553%; text-align: center; border-style: double; height: 24px;"">27-31kg</td>
</tr>
</tbody>
</table>
&nbsp;<img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_1.jpg"" alt=""機器人圖案大學T3色，融合超好看與插畫，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_2.jpg"" alt=""穿上機器人圖案大學T3色，孩子們會愛上寶貝的感覺。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_3.jpg"" alt=""機器人圖案大學T3色，靈感來自於超好看。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_4.jpg"" alt=""讓機器人圖案大學T3色成為超好看的最愛，因為它男童。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_5.jpg"" alt=""穿著機器人圖案大學T3色，讓孩子在幼兒園必備中更加自信。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_6.jpg"" alt=""機器人圖案大學T3色讓孩子在兒童必備中閃耀。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_7.jpg"" alt=""機器人圖案大學T3色，融合兒童與休閒，增添個性。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_8.jpg"" alt=""機器人圖案大學T3色帶來幼兒園必備的舒適感受。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_9.jpg"" alt=""機器人圖案大學T3色，讓每個孩子看起來更兒童。"" width=""100%""><img src=""https://cherrytwins.com.tw/wp-content/uploads/2024/10/2024秋機器人圖案大學T3色_10.jpg"" alt=""機器人圖案大學T3色讓孩子在超好看中閃耀。"" width=""100%"">",<ul><li>商品預購約需7-30個工作天（不含假日）。</li><li>尺寸表僅供品牌參考，實際穿著效果可能因孩子身型差異有所不同。</li><li>CherryTwins 與韓國童裝市場同步更新商品，賣場大部分商品為預購型態，現貨將另行註明。</li><li>部分實拍商品及文案屬於 CherryTwins 所有，賣場商品圖及MD實穿照片由韓國品牌方提供。</li></ul>
,variation,2024秋 機器人圖案大學T 3色 ,parent,418,VIVID-I,1,1,尺寸,,,顏色,,,,,
,variation,2024秋 機器人圖案大學T 3色 - JS,parent,449,VIVID-I,1,0,尺寸,JS,,顏色,,,,,
,variation,2024秋 機器人圖案大學T 3色 - JM,parent,449,VIVID-I,1,0,尺寸,JM,,顏色,,,,,
